DISEASE/TRAIT	SNPS	PUBMEDID	IlmnID	SNP_distance_to_CpG
BMI at 3 months old	rs2767486	31575865	cg08234308_TC11	27
BMI at 6 months old	rs2767486	31575865	cg08234308_TC11	27
BMI at 8 months old	rs2767486	31575865	cg08234308_TC11	27
BMI at 1 year old	rs2767486	31575865	cg08234308_TC11	27
BMI at 1.5 years old	rs2767486	31575865	cg08234308_TC11	27
BMI at 1 year old	rs2767486	35315439	cg08234308_TC11	27
BMI at 8 months old	rs2767486	35315439	cg08234308_TC11	27
BMI at 3 years old	rs2767486	35315439	cg08234308_TC11	27
BMI at 1.5 years old	rs2767486	35315439	cg08234308_TC11	27
BMI at 2 years old	rs2767486	35315439	cg08234308_TC11	27
BMI at 3 months old	rs2767486	35315439	cg08234308_TC11	27
BMI at 6 months old	rs2767486	35315439	cg08234308_TC11	27
C-reactive protein levels (MTAG)	rs2767486	36376304	cg08234308_TC11	27
Childhood body mass index	rs2767486	37280435	cg08234308_TC11	27
C-C motif chemokine 14 levels	rs3027012	36168886	cg07202479_BC11	39
Mean platelet volume	rs76109311	32888493	cg14371731_TC11	29
Mean platelet volume	rs76109311	32888493	cg14371731_TC11	29
Educational attainment (years of education)	rs66482320	30038396	cg03158400_TC11	45
Appendicular lean mass	rs187449369	31761296	cg21523528_TC11	50
Brain morphology (MOSTest)	rs187449369	35164939	cg21523528_TC11	50
Estimated glomerular filtration rate (creatinine, cystatin c)	rs187449369	39256582	cg21523528_TC11	50
Estimated glomerular filtration rate (cystatin c)	rs187449369	39256582	cg21523528_TC11	50
Estimated glomerular filtration rate (creatinine)	rs187449369	39256582	cg21523528_TC11	50
Hip circumference adjusted for BMI	rs187449369	34021172	cg21523528_TC11	50
Multi-trait sex score	rs187449369	37277458	cg21523528_TC11	50
Number of children (6+ vs. 0 or 1)	rs35320143	25742292	cg23297477_TC11	48
Gallstone disease	rs2291428	30504769	cg25074794_BC11	29
Total cholesterol levels	rs2291428	34887591	cg25074794_BC11	29
Total cholesterol levels	rs2291428	34887591	cg25074794_BC11	29
Mean corpuscular hemoglobin concentration	rs2291429	32888493	cg25074794_BC11	4
3-dehydrocarnitine levels	rs2291429	24816252	cg25074794_BC11	4
Total phosphoglycerides levels	rs2291429	38448586	cg25074794_BC11	4
Urate levels	rs9333592	33462484	cg25167838_TC11	21
Pulse pressure	rs76895963	28135244	cg07066369_TC11	44
Height	rs76895963	28270201	cg07066369_TC11	44
Type 2 diabetes	rs76895963	29358691	cg07066369_TC11	44
Type 2 diabetes	rs76895963	31118516	cg07066369_TC11	44
Heel bone mineral density	rs76895963	30598549	cg07066369_TC11	44
Triglyceride levels	rs76895963	32203549	cg07066369_TC11	44
Type 2 diabetes	rs76895963	30297969	cg07066369_TC11	44
Body mass index	rs76895963	30239722	cg07066369_TC11	44
Heel bone mineral density	rs76895963	30595370	cg07066369_TC11	44
Body mass index	rs76895963	30595370	cg07066369_TC11	44
Pulse pressure	rs76895963	30578418	cg07066369_TC11	44
Low density lipoprotein cholesterol levels	rs76895963	32154731	cg07066369_TC11	44
Triglyceride levels	rs76895963	32154731	cg07066369_TC11	44
Appendicular lean mass	rs76895963	31761296	cg07066369_TC11	44
Blood glucose levels	rs76895963	31928498	cg07066369_TC11	44
Triglyceride levels	rs76895963	31928498	cg07066369_TC11	44
Waist circumference	rs76895963	31928498	cg07066369_TC11	44
Cardiovascular disease	rs76895963	30595370	cg07066369_TC11	44
Height	rs76895963	30595370	cg07066369_TC11	44
Appendicular lean mass	rs76895963	31761296	cg07066369_TC11	44
Systolic blood pressure	rs76895963	30595370	cg07066369_TC11	44
Waist circumference adjusted for body mass index	rs76895963	31669095	cg07066369_TC11	44
Type 2 diabetes	rs76895963	30595370	cg07066369_TC11	44
Height	rs76895963	28552196	cg07066369_TC11	44
Type 2 diabetes	rs76895963	32541925	cg07066369_TC11	44
Sex hormone-binding globulin levels adjusted for BMI	rs76895963	32042192	cg07066369_TC11	44
Sex hormone-binding globulin levels	rs76895963	32042192	cg07066369_TC11	44
Sex hormone-binding globulin levels adjusted for BMI	rs76895963	32042192	cg07066369_TC11	44
Sex hormone-binding globulin levels	rs76895963	32042192	cg07066369_TC11	44
Low density lipoprotein cholesterol levels	rs76895963	32493714	cg07066369_TC11	44
Sex hormone-binding globulin levels	rs76895963	32042192	cg07066369_TC11	44
Bioavailable testosterone levels	rs76895963	32042192	cg07066369_TC11	44
Bioavailable testosterone levels	rs76895963	32042192	cg07066369_TC11	44
Sex hormone-binding globulin levels adjusted for BMI	rs76895963	32042192	cg07066369_TC11	44
Medication use (drugs used in diabetes)	rs76895963	31015401	cg07066369_TC11	44
Medication use (HMG CoA reductase inhibitors)	rs76895963	31015401	cg07066369_TC11	44
Psoriasis or type 2 diabetes (trans-disease meta-analysis)	rs76895963	33385400	cg07066369_TC11	44
Whole body fat mass (UKB data field 23100)	rs76895963	38538606	cg07066369_TC11	44
Medication use for T2D (number of purchases)	rs76895963	36653479	cg07066369_TC11	44
Low-density lipoprotein levels (MTAG)	rs76895963	36376304	cg07066369_TC11	44
Triglyceride levels (MTAG)	rs76895963	36376304	cg07066369_TC11	44
Total lipid levels in large VLDL	rs76895963	35213538	cg07066369_TC11	44
Phospholipid levels in large VLDL	rs76895963	35213538	cg07066369_TC11	44
Triglyceride levels in large LDL	rs76895963	35213538	cg07066369_TC11	44
Concentration of large VLDL particles	rs76895963	35213538	cg07066369_TC11	44
Triglyceride levels in medium HDL	rs76895963	35213538	cg07066369_TC11	44
Triglyceride levels in large VLDL	rs76895963	35213538	cg07066369_TC11	44
Free cholesterol levels in large VLDL	rs76895963	35213538	cg07066369_TC11	44
Triglyceride levels in LDL	rs76895963	35213538	cg07066369_TC11	44
Gestational diabetes	rs76895963	38182742	cg07066369_TC11	44
Triglyceride levels in HDL	rs76895963	35213538	cg07066369_TC11	44
Triglyceride levels in IDL	rs76895963	35213538	cg07066369_TC11	44
Sex hormone-binding globulin levels	rs76895963	35192695	cg07066369_TC11	44
Triglyceride levels in medium LDL	rs76895963	35213538	cg07066369_TC11	44
Monounsaturated fatty acid levels	rs76895963	35213538	cg07066369_TC11	44
Sex hormone-binding globulin levels in postmenopausal women	rs76895963	35192695	cg07066369_TC11	44
Concentration of small HDL particles	rs76895963	35213538	cg07066369_TC11	44
Free cholesterol levels in small HDL	rs76895963	35213538	cg07066369_TC11	44
Phospholipid levels in small HDL	rs76895963	35213538	cg07066369_TC11	44
Sex hormone-binding globulin levels	rs76895963	35192695	cg07066369_TC11	44
Triglyceride levels in medium VLDL	rs76895963	35213538	cg07066369_TC11	44
Sex hormone-binding globulin levels in premenopausal women	rs76895963	35192695	cg07066369_TC11	44
Total lipid levels in small HDL	rs76895963	35213538	cg07066369_TC11	44
Glucose levels	rs76895963	35213538	cg07066369_TC11	44
Type 2 diabetes	rs76895963	34594039	cg07066369_TC11	44
Saturated fatty acid levels	rs76895963	35213538	cg07066369_TC11	44
Total triglycerides levels	rs76895963	35213538	cg07066369_TC11	44
Triglyceride levels in small HDL	rs76895963	35213538	cg07066369_TC11	44
Triglyceride levels in small LDL	rs76895963	35213538	cg07066369_TC11	44
Total fatty acid levels	rs76895963	35213538	cg07066369_TC11	44
Alanine aminotransferase levels	rs76895963	34594039	cg07066369_TC11	44
Serum albumin levels	rs76895963	34594039	cg07066369_TC11	44
Body mass index (MTAG)	rs76895963	36376304	cg07066369_TC11	44
Body mass index	rs76895963	36581621	cg07066369_TC11	44
Peak expiratory flow	rs76895963	36641522	cg07066369_TC11	44
Total testosterone levels	rs76895963	36653534	cg07066369_TC11	44
Sex hormone-binding globulin levels	rs76895963	36653534	cg07066369_TC11	44
Sex hormone-binding globulin levels	rs76895963	36653534	cg07066369_TC11	44
Free androgen index	rs76895963	36653534	cg07066369_TC11	44
Free testosterone levels	rs76895963	36653534	cg07066369_TC11	44
Free androgen index	rs76895963	36653534	cg07066369_TC11	44
Multi-trait sex score	rs76895963	37277458	cg07066369_TC11	44
Whole body fat free mass (UKB data field 23101)	rs76895963	38538606	cg07066369_TC11	44
Pulse pressure	rs76895963	38459180	cg07066369_TC11	44
Birth weight	rs76895963	31043758	cg07066369_TC11	44
Offspring birth weight	rs76895963	31043758	cg07066369_TC11	44
Pulse pressure	rs76895963	38689001	cg07066369_TC11	44
Apolipoprotein B levels	rs76895963	33462484	cg07066369_TC11	44
Heel bone mineral density	rs76895963	30048462	cg07066369_TC11	44
Cardiometabolic multimorbidity	rs76895963	38409652	cg07066369_TC11	44
Appendicular lean mass	rs76895963	33097823	cg07066369_TC11	44
Urate levels	rs76895963	33462484	cg07066369_TC11	44
Blood glucose levels	rs76895963	33462484	cg07066369_TC11	44
Serum total protein levels	rs76895963	33462484	cg07066369_TC11	44
Sex hormone-binding globulin levels	rs76895963	33462484	cg07066369_TC11	44
Low density lipoprotein cholesterol levels	rs76895963	33462484	cg07066369_TC11	44
Total bilirubin levels	rs76895963	33462484	cg07066369_TC11	44
Serum albumin levels	rs76895963	33462484	cg07066369_TC11	44
Total cholesterol levels	rs76895963	33462484	cg07066369_TC11	44
Triglyceride levels	rs76895963	33462484	cg07066369_TC11	44
Non-HDL cholesterol levels	rs76895963	34887591	cg07066369_TC11	44
Total cholesterol levels	rs76895963	34887591	cg07066369_TC11	44
Triglyceride levels in small VLDL	rs76895963	35213538	cg07066369_TC11	44
Concentration of very large VLDL particles	rs76895963	35213538	cg07066369_TC11	44
Triglyceride levels in very large VLDL	rs76895963	35213538	cg07066369_TC11	44
Triglyceride levels in very small VLDL	rs76895963	35213538	cg07066369_TC11	44
Cholesterol to total lipids ratio in very large VLDL	rs76895963	35213538	cg07066369_TC11	44
Triglyceride levels in VLDL	rs76895963	35213538	cg07066369_TC11	44
Triglycerides to total lipids ratio in very large HDL	rs76895963	35213538	cg07066369_TC11	44
Free cholesterol to total lipids ratio in very large VLDL	rs76895963	35213538	cg07066369_TC11	44
Total lipid levels in very large VLDL	rs76895963	35213538	cg07066369_TC11	44
Triglyceride levels	rs76895963	34887591	cg07066369_TC11	44
Triglyceride levels	rs76895963	34887591	cg07066369_TC11	44
Low density lipoprotein cholesterol levels	rs76895963	34887591	cg07066369_TC11	44
Type 2 diabetes	rs76895963	35551307	cg07066369_TC11	44
Type 2 diabetes	rs76895963	35551307	cg07066369_TC11	44
Total cholesterol levels	rs76895963	34887591	cg07066369_TC11	44
Low density lipoprotein cholesterol levels	rs76895963	34887591	cg07066369_TC11	44
Sex hormone-binding globulin levels	rs76895963	34321204	cg07066369_TC11	44
Sex hormone-binding globulin levels	rs76895963	34321204	cg07066369_TC11	44
Sex hormone-binding globulin levels	rs76895963	34321204	cg07066369_TC11	44
Orbital telorism	rs76895963	34791242	cg07066369_TC11	44
Glucose levels	rs76895963	38448586	cg07066369_TC11	44
Free cholesterol to total lipids ratio in large LDL	rs76895963	38448586	cg07066369_TC11	44
Hemoglobin A1c levels	rs76895963	34594039	cg07066369_TC11	44
Isoleucine levels	rs76895963	38448586	cg07066369_TC11	44
Glucose levels	rs76895963	34594039	cg07066369_TC11	44
Weight	rs76895963	34594039	cg07066369_TC11	44
BMI and adiposity (confirmatory factor analysis Factor 7)	rs76895963	38965376	cg07066369_TC11	44
Diabetes (confirmatory factor analysis Factor 28)	rs76895963	38965376	cg07066369_TC11	44
Body size (confirmatory factor analysis Factor 21)	rs76895963	38965376	cg07066369_TC11	44
Height	rs76895963	34594039	cg07066369_TC11	44
Type 2 diabetes	rs76895963	39379762	cg07066369_TC11	44
Height	rs76895963	39134668	cg07066369_TC11	44
Pulse pressure	rs76895963	34594039	cg07066369_TC11	44
Medication use (HMG CoA reductase inhibitors)	rs76895963	34594039	cg07066369_TC11	44
Medication use (drugs used in diabetes)	rs76895963	34594039	cg07066369_TC11	44
Total bilirubin levels	rs76895963	34594039	cg07066369_TC11	44
Serum total protein levels	rs76895963	34594039	cg07066369_TC11	44
Triglycerides	rs76895963	34594039	cg07066369_TC11	44
Serum uric acid levels	rs76895963	34594039	cg07066369_TC11	44
Triglyceride levels in non-type 2 diabetes	rs76895963	36269708	cg07066369_TC11	44
Systolic blood pressure	rs76895963	39134668	cg07066369_TC11	44
Non-HDL cholesterol levels	rs76895963	34887591	cg07066369_TC11	44
Random glucose levels	rs76895963	37679419	cg07066369_TC11	44
Multi-trait sex score	rs76895963	37277458	cg07066369_TC11	44
Periodontitis / loose teeth (MTAG)	rs76895963	36778599	cg07066369_TC11	44
Alanine aminotransferase levels	rs76895963	38632349	cg07066369_TC11	44
Gamma glutamyl transferase levels	rs76895963	38632349	cg07066369_TC11	44
Femoral neck width	rs76895963	38477772	cg07066369_TC11	44
Random glucose levels	rs76895963	37679419	cg07066369_TC11	44
Body fat percentage (adjusted for testosterone and SHBG)	rs76895963	37867527	cg07066369_TC11	44
Serum urate levels	rs76895963	38658550	cg07066369_TC11	44
Body fat percentage (adjusted for testosterone and SHBG)	rs76895963	37867527	cg07066369_TC11	44
Systolic blood pressure	rs76895963	38689001	cg07066369_TC11	44
Insomnia	rs377472105	35835914	cg19850024_BC11	10
Diastolic blood pressure	rs586459	38689001	cg12266049_TC11	40
Waist-to-hip ratio adjusted for BMI	rs12441543	30239722	cg12426092_TC11	27
Waist-to-hip ratio adjusted for BMI	rs12441543	30239722	cg12426092_TC11	27
Waist-hip ratio	rs12441543	30595370	cg12426092_TC11	27
Metabolic biomarkers (multivariate analysis)	rs12441543	33980691	cg12426092_TC11	27
Alanine aminotransferase levels	rs12441543	33980691	cg12426092_TC11	27
Body fat percentage	rs12441543	33980691	cg12426092_TC11	27
Waist-to-hip ratio adjusted for BMI	rs12441543	34021172	cg12426092_TC11	27
Waist-hip index	rs12441543	34021172	cg12426092_TC11	27
Metabolite levels (hexanoylcarnitine; hexanoylcarnitine (C6); C6 carnitine; C6_carnitine)	rs1251077	37253714	cg10523679_BC11	25
Breast cancer	rs182731523	29059683	cg23681745_TC11	38
Type 2 diabetes	rs4384608	32541925	cg00025439_TC11	26
Triglyceride change in response to fenofibrate in statin-treated type 2 diabetes	rs76069656	28736931	cg00025439_TC11	12
HDL levels x fish oil supplementation interaction (2df)	rs147438979	33760818	cg24704730_BC11	51
Amphoterin-induced protein 1 level in Chronic kidney disease with hypertension and no diabetes (20120_101)	rs2570972	35870639	cg17185401_BC11	46
Mean platelet volume during first trimester of pregnancy	rs11557300	38064665	cg08923669_BC11	51
Multi-trait sex score	rs3741368	37277458	cg05496363_BC11	16
Occupational attainment	rs3741368	34613391	cg05496363_BC11	16
C-reactive protein levels (MTAG)	rs3741368	36376304	cg05496363_BC11	16
Hip bone size	rs7575512	32314116	cg20558320_BC11	20
Bone mineral density (hip) and hip bone size	rs7575512	32314116	cg20558320_BC11	20
Menarche (age at onset)	rs6735626	30595370	cg20637307_BC11	12
Tinnitus	rs144909287	36581688	cg10431713_BC11	36
Left-hemisphere dorsal attention network to right-hemisphere dorsal attention network white-matter structural connectivity	rs4073082	38438384	cg06045337_BC11	39
Left-hemisphere control network to right-hemisphere dorsal attention network white-matter structural connectivity	rs4073082	38438384	cg06045337_BC11	39
Atrial fibrillation	rs7770062	29892015	cg11291305_BC11	1
Atrial fibrillation/atrial flutter	rs7770062	34594039	cg11291305_BC11	1
Number of clonal hematopoiesis mutations	rs8071553	34815255	cg15820189_TC11	27
Sex hormone-binding globulin levels	rs3796097	34321204	cg05298696_TC11	15
Estimated glomerular filtration rate	rs55773927	31152163	cg05332525_BC11	22
DPP4/ITGB1 protein level ratio	rs55773927	38412862	cg05332525_BC11	22
Estimated glomerular filtration rate (creatinine)	rs55773927	34272381	cg05332525_BC11	22
Urinary metabolite levels in chronic kidney disease	rs1706821	31959995	cg25801113_BC11	37
Low myopia vs hyperopia	rs145581831	33830181	cg25902187_BC11	42
Neutrophil count	rs34388527	34594039	cg25951501_BC11	29
Serum levels of protein GIP	rs114841233	35078996	cg25953239_BC11	17
Total cholesterol levels (MTAG)	rs1610646	37669986	cg00757933_TC11	45
Hypothyroidism or rheumatoid arthritis (pleiotropy)	rs1610646	38368726	cg00757933_TC11	45
Mean reticulocyte volume	rs80052686	32888494	cg15026408_BC11	49
Mean spheric corpuscular volume	rs80052686	32888494	cg15026408_BC11	49
Plateletcrit	rs950200	32888494	cg15090440_TC11	39
Systemic lupus erythematosus	rs1804182	28714469	cg17693222_TC11	47
Post bronchodilator FEV1/FVC ratio in COPD	rs45593035	26634245	cg17781710_TC11	10
Eosinophil counts	rs71550011	34469753	cg17808866_BC11	6
Schizophrenia	rs560566057	35396580	cg15212369_BC11	44
Mean corpuscular hemoglobin	rs2281841	27863252	cg04218760_TC11	36
Red blood cell count	rs2281841	27863252	cg04218760_TC11	36
Hematocrit	rs2281841	32888494	cg04218760_TC11	36
Hemoglobin	rs2281841	32888494	cg04218760_TC11	36
Red blood cell count	rs2281841	34594039	cg04218760_TC11	36
Diastolic blood pressure	rs9559749	39134668	cg12712747_TC11	24
17-hydroxyprogesterone (17-OHP) levels	rs114811870	31169883	cg12730088_TC11	24
17-hydroxyprogesterone (17-OHP) levels	rs114811870	31169883	cg12730088_TC11	24
17-hydroxyprogesterone (17-OHP) levels	rs114811870	31169883	cg12730088_TC11	24
alpha-2-macroglobulin receptor-associated protein levels	rs114811870	36168886	cg12730088_TC11	24
Asthma	rs34437781	31619474	cg12730088_TC11	7
High IL-1beta levels in gingival crevicular fluid	rs2723192	30206230	cg24429337_TC11	32
Metabolic syndrome	rs6710140	39349817	cg26832552_TC11	14
Body mass index	rs6710140	31669095	cg26832552_TC11	14
Body mass index	rs6710140	36581621	cg26832552_TC11	14
Body mass index (MTAG)	rs6710140	36376304	cg26832552_TC11	14
Low molecular weight phosphotyrosine protein phosphatase levels	rs6710140	36168886	cg26832552_TC11	14
Hypothyroidism or rheumatoid arthritis (pleiotropy)	rs169494	38368726	cg26884886_BC11	19
Insulin-like growth factor 1 levels	rs2294619	33462484	cg00422714_BC11	22
White blood cell count	rs10883360	32888493	cg10506844_TC11	45
Asthma	rs4449174	32514122	cg06022561_BC11	15
P-cresol sulfate levels in elite athletes	rs3737042	31882771	cg06133910_BC11	39
High IL-1beta levels in gingival crevicular fluid	rs11126472	30206230	cg23857238_BC11	27
Gamma glutamyl transpeptidase	rs11126472	34594039	cg23857238_BC11	27
